centro,Equipo de cómputo,cantidad_equipos,administrador,administrador.1,instructor computación,psicólogo_comunitario,promotor_social,promotor_dep,tutor_aula,talleristas,promotores_mic,bibliotecarios,mantenimiento,vigilante,intendentes,aulas_belleza,aulas_ludoteca,aulas_serigrafia,aulas_edu,agua,luz,gas,teléfono,internet,material_oficios,material_culturales,material_deportivos,material_formativos,plomería,electricidad,climas,albañilería,mobiliario,pintura,ventanas,persianas,ventiladores,baños,mallas,jardineras,equipo de cómputo,instructor_computación,Agua,Luz,Gas
"ALFONSO MARTÍNEZ
DOMINGUEZ",,0,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,No aplica,No aplica,No aplica,No aplica,NA,NA,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,Si,1.0,No aplica,No aplica,No aplica
